arr_delay_over_30,distance,origin,month,day_of_week,dep_delay,scheduled_dep_hour,scheduled_dep_minute
TRUE,777,MDW,February,Thursday,53,20,5
TRUE,777,MDW,February,Thursday,65,12,0
FALSE,1111,TPA,February,Thursday,7,15,30
FALSE,1111,TPA,February,Thursday,11,8,25
FALSE,852,BNA,February,Friday,-7,19,15
FALSE,283,BWI,February,Friday,-2,20,5
FALSE,283,BWI,February,Friday,9,7,40
FALSE,283,BWI,February,Friday,1,13,10
FALSE,283,BWI,February,Friday,2,14,55
TRUE,283,BWI,February,Friday,41,18,35
FALSE,283,BWI,February,Friday,16,17,25
FALSE,283,BWI,February,Friday,13,21,35
FALSE,283,BWI,February,Friday,-4,9,0
FALSE,283,BWI,February,Friday,-2,10,50
FALSE,2298,LAS,February,Friday,20,16,40
FALSE,1050,MCO,February,Friday,0,9,45
FALSE,1050,MCO,February,Friday,1,16,45
TRUE,1050,MCO,February,Friday,102,12,0
TRUE,777,MDW,February,Friday,98,20,5
FALSE,777,MDW,February,Friday,13,8,35
FALSE,777,MDW,February,Friday,6,12,0
FALSE,1111,TPA,February,Friday,-1,15,30
FALSE,1111,TPA,February,Friday,-2,8,25
FALSE,852,BNA,February,Saturday,-1,19,15
FALSE,283,BWI,February,Saturday,-3,9,50
FALSE,283,BWI,February,Saturday,-6,13,10
FALSE,283,BWI,February,Saturday,-4,14,55
FALSE,283,BWI,February,Saturday,-3,17,25
FALSE,283,BWI,February,Saturday,-2,20,50
FALSE,283,BWI,February,Saturday,18,10,50
FALSE,2298,LAS,February,Saturday,-6,16,40
FALSE,1050,MCO,February,Saturday,-2,9,45
FALSE,1050,MCO,February,Saturday,2,16,45
FALSE,1050,MCO,February,Saturday,1,12,0
TRUE,777,MDW,February,Saturday,92,19,5
FALSE,777,MDW,February,Saturday,1,8,35
FALSE,1111,TPA,February,Saturday,-4,7,25
FALSE,1111,TPA,February,Saturday,20,15,30
FALSE,852,BNA,February,Sunday,-1,19,15
FALSE,283,BWI,February,Sunday,5,20,5
FALSE,283,BWI,February,Sunday,12,17,25
FALSE,283,BWI,February,Sunday,22,13,10
FALSE,283,BWI,February,Sunday,0,14,55
FALSE,283,BWI,February,Sunday,20,18,35
FALSE,283,BWI,February,Sunday,16,21,35
FALSE,283,BWI,February,Sunday,-3,10,50
FALSE,2298,LAS,February,Sunday,-3,16,40
FALSE,1050,MCO,February,Sunday,3,9,45
TRUE,1050,MCO,February,Sunday,44,16,45
FALSE,1050,MCO,February,Sunday,6,12,0
FALSE,777,MDW,February,Sunday,36,20,5
FALSE,777,MDW,February,Sunday,-3,8,35
FALSE,777,MDW,February,Sunday,2,12,0
FALSE,1111,TPA,February,Sunday,30,15,30
FALSE,1111,TPA,February,Sunday,-1,8,25
FALSE,852,BNA,February,Monday,-4,19,15
FALSE,283,BWI,February,Monday,-3,20,5
FALSE,283,BWI,February,Monday,0,7,40
FALSE,283,BWI,February,Monday,-1,13,10
FALSE,283,BWI,February,Monday,-1,14,55
FALSE,283,BWI,February,Monday,0,18,35
FALSE,283,BWI,February,Monday,30,17,25
FALSE,283,BWI,February,Monday,3,21,35
FALSE,283,BWI,February,Monday,-5,9,0
FALSE,283,BWI,February,Monday,0,10,50
FALSE,2298,LAS,February,Monday,-2,16,40
FALSE,1050,MCO,February,Monday,0,9,45
FALSE,1050,MCO,February,Monday,-2,16,45
FALSE,1050,MCO,February,Monday,-2,12,0
TRUE,777,MDW,February,Monday,111,20,5
FALSE,777,MDW,February,Monday,-3,8,35
FALSE,777,MDW,February,Monday,8,12,0
FALSE,1111,TPA,February,Monday,-2,15,30
FALSE,1111,TPA,February,Monday,-5,8,25
FALSE,852,BNA,February,Tuesday,8,19,15
TRUE,283,BWI,February,Tuesday,78,20,5
FALSE,283,BWI,February,Tuesday,0,7,40
TRUE,283,BWI,February,Tuesday,52,13,10
FALSE,283,BWI,February,Tuesday,32,14,55
TRUE,283,BWI,February,Tuesday,22,18,35
FALSE,283,BWI,February,Tuesday,26,17,25
TRUE,283,BWI,February,Tuesday,31,21,35
FALSE,283,BWI,February,Tuesday,1,9,0
FALSE,283,BWI,February,Tuesday,11,10,50
FALSE,2298,LAS,February,Tuesday,12,16,40
FALSE,1050,MCO,February,Tuesday,2,9,45
TRUE,1050,MCO,February,Tuesday,80,16,45
FALSE,1050,MCO,February,Tuesday,25,12,0
TRUE,777,MDW,February,Tuesday,143,20,5
FALSE,777,MDW,February,Tuesday,0,8,35
TRUE,1111,TPA,February,Tuesday,84,15,30
FALSE,1111,TPA,February,Tuesday,-8,8,25
FALSE,852,BNA,February,Wednesday,9,19,15
TRUE,283,BWI,February,Wednesday,104,20,5
FALSE,283,BWI,February,Wednesday,24,13,10
FALSE,283,BWI,February,Wednesday,0,14,55
FALSE,283,BWI,February,Wednesday,12,18,35
FALSE,283,BWI,February,Wednesday,1,17,25
FALSE,283,BWI,February,Wednesday,10,21,35
TRUE,283,BWI,February,Wednesday,99,9,0
TRUE,283,BWI,February,Wednesday,21,10,50
FALSE,2298,LAS,February,Wednesday,6,16,40
TRUE,1050,MCO,February,Wednesday,245,9,45
FALSE,1050,MCO,February,Wednesday,50,16,45
FALSE,1050,MCO,February,Wednesday,12,12,0
TRUE,777,MDW,February,Wednesday,42,20,5
TRUE,777,MDW,February,Wednesday,21,8,35
TRUE,777,MDW,February,Wednesday,-5,12,0
FALSE,1111,TPA,February,Wednesday,20,15,30
TRUE,1111,TPA,February,Wednesday,135,8,25
FALSE,852,BNA,February,Thursday,-6,19,15
FALSE,283,BWI,February,Thursday,5,20,5
FALSE,283,BWI,February,Thursday,13,7,40
FALSE,283,BWI,February,Thursday,-3,13,10
FALSE,283,BWI,February,Thursday,1,14,55
FALSE,283,BWI,February,Thursday,-3,18,35
FALSE,283,BWI,February,Thursday,0,17,25
FALSE,283,BWI,February,Thursday,-2,21,35
FALSE,283,BWI,February,Thursday,-5,9,0
FALSE,283,BWI,February,Thursday,2,10,50
FALSE,2298,LAS,February,Thursday,28,16,40
FALSE,1050,MCO,February,Thursday,2,9,45
FALSE,1050,MCO,February,Thursday,-4,16,45
FALSE,1050,MCO,February,Thursday,30,12,0
FALSE,777,MDW,February,Thursday,25,20,5
FALSE,777,MDW,February,Thursday,-1,8,35
FALSE,777,MDW,February,Thursday,-1,12,0
FALSE,1111,TPA,February,Thursday,6,15,30
FALSE,1111,TPA,February,Thursday,-1,8,25
FALSE,852,BNA,February,Friday,-1,19,15
FALSE,283,BWI,February,Friday,0,20,5
FALSE,283,BWI,February,Friday,3,7,40
FALSE,283,BWI,February,Friday,2,13,10
FALSE,283,BWI,February,Friday,3,14,55
FALSE,283,BWI,February,Friday,-3,18,35
FALSE,283,BWI,February,Friday,-1,17,25
FALSE,283,BWI,February,Friday,0,21,35
FALSE,283,BWI,February,Friday,-2,9,0
FALSE,283,BWI,February,Friday,1,10,50
FALSE,2298,LAS,February,Friday,-2,16,40
FALSE,1050,MCO,February,Friday,0,9,45
FALSE,1050,MCO,February,Friday,-3,16,45
FALSE,1050,MCO,February,Friday,-3,12,0
FALSE,777,MDW,February,Friday,22,20,5
FALSE,777,MDW,February,Friday,9,8,35
FALSE,777,MDW,February,Friday,-2,12,0
FALSE,1111,TPA,February,Friday,39,15,30
FALSE,1111,TPA,February,Friday,15,8,25
FALSE,852,BNA,February,Saturday,2,19,15
FALSE,283,BWI,February,Saturday,0,9,50
FALSE,283,BWI,February,Saturday,1,13,10
FALSE,283,BWI,February,Saturday,-2,14,55
FALSE,283,BWI,February,Saturday,12,17,25
FALSE,283,BWI,February,Saturday,11,20,50
FALSE,283,BWI,February,Saturday,0,10,50
FALSE,2298,LAS,February,Saturday,-6,16,40
FALSE,1050,MCO,February,Saturday,-4,9,45
FALSE,1050,MCO,February,Saturday,-6,16,45
FALSE,1050,MCO,February,Saturday,-5,12,0
FALSE,777,MDW,February,Saturday,26,19,5
FALSE,777,MDW,February,Saturday,-1,8,35
FALSE,1111,TPA,February,Saturday,-5,7,25
FALSE,1111,TPA,February,Saturday,5,15,30
TRUE,852,BNA,February,Sunday,37,19,15
TRUE,283,BWI,February,Sunday,106,20,5
TRUE,283,BWI,February,Sunday,79,17,25
FALSE,283,BWI,February,Sunday,-6,13,10
FALSE,283,BWI,February,Sunday,0,14,55
FALSE,283,BWI,February,Sunday,0,18,35
TRUE,283,BWI,February,Sunday,26,21,35
FALSE,283,BWI,February,Sunday,30,10,50
FALSE,2298,LAS,February,Sunday,1,16,40
FALSE,1050,MCO,February,Sunday,-1,9,45
FALSE,1050,MCO,February,Sunday,-4,16,45
TRUE,1050,MCO,February,Sunday,54,12,0
TRUE,777,MDW,February,Sunday,50,20,5
FALSE,777,MDW,February,Sunday,-2,8,35
FALSE,777,MDW,February,Sunday,-3,12,0
FALSE,1111,TPA,February,Sunday,10,15,30
FALSE,1111,TPA,February,Sunday,-4,8,25
FALSE,852,BNA,February,Monday,-6,19,15
TRUE,283,BWI,February,Monday,45,20,5
FALSE,283,BWI,February,Monday,-2,7,40
FALSE,283,BWI,February,Monday,1,13,10
FALSE,283,BWI,February,Monday,7,14,55
FALSE,283,BWI,February,Monday,0,18,35
TRUE,283,BWI,February,Monday,81,17,25
FALSE,283,BWI,February,Monday,2,21,35
FALSE,283,BWI,February,Monday,-2,9,0
FALSE,283,BWI,February,Monday,-4,10,50
FALSE,2298,LAS,February,Monday,12,16,40
FALSE,1050,MCO,February,Monday,3,9,45
FALSE,1050,MCO,February,Monday,-1,16,45
TRUE,1050,MCO,February,Monday,13,12,0
FALSE,777,MDW,February,Monday,24,20,5
FALSE,777,MDW,February,Monday,4,8,35
FALSE,777,MDW,February,Monday,33,12,0
FALSE,1111,TPA,February,Monday,12,15,30
FALSE,1111,TPA,February,Monday,-1,8,25
FALSE,852,BNA,February,Tuesday,-2,19,15
FALSE,283,BWI,February,Tuesday,0,20,5
FALSE,283,BWI,February,Tuesday,-3,7,40
FALSE,283,BWI,February,Tuesday,0,13,10
FALSE,283,BWI,February,Tuesday,17,14,55
FALSE,283,BWI,February,Tuesday,-4,18,35
FALSE,283,BWI,February,Tuesday,-2,17,25
FALSE,283,BWI,February,Tuesday,-6,21,35
FALSE,283,BWI,February,Tuesday,-2,9,0
FALSE,283,BWI,February,Tuesday,1,10,50
FALSE,2298,LAS,February,Tuesday,6,16,40
FALSE,1050,MCO,February,Tuesday,12,9,45
FALSE,1050,MCO,February,Tuesday,-1,16,45
FALSE,1050,MCO,February,Tuesday,-2,12,0
FALSE,777,MDW,February,Tuesday,-2,20,5
FALSE,777,MDW,February,Tuesday,-1,8,35
FALSE,777,MDW,February,Tuesday,-2,12,0
FALSE,1111,TPA,February,Tuesday,7,15,30
FALSE,1111,TPA,February,Tuesday,-4,8,25
FALSE,852,BNA,February,Wednesday,17,19,15
FALSE,283,BWI,February,Wednesday,5,20,5
FALSE,283,BWI,February,Wednesday,-2,7,40
FALSE,283,BWI,February,Wednesday,1,13,10
FALSE,283,BWI,February,Wednesday,-3,14,55
FALSE,283,BWI,February,Wednesday,11,18,35
FALSE,283,BWI,February,Wednesday,1,17,25
FALSE,283,BWI,February,Wednesday,20,21,35
FALSE,283,BWI,February,Wednesday,-5,9,0
FALSE,283,BWI,February,Wednesday,1,10,50
TRUE,2298,LAS,February,Wednesday,108,16,40
FALSE,1050,MCO,February,Wednesday,-2,9,45
FALSE,1050,MCO,February,Wednesday,-4,16,45
FALSE,1050,MCO,February,Wednesday,24,12,0
TRUE,777,MDW,February,Wednesday,73,20,5
FALSE,777,MDW,February,Wednesday,-3,8,35
FALSE,777,MDW,February,Wednesday,-3,12,0
FALSE,1111,TPA,February,Wednesday,18,15,30
FALSE,1111,TPA,February,Wednesday,-2,8,25
FALSE,852,BNA,February,Thursday,11,19,15
FALSE,283,BWI,February,Thursday,7,20,5
FALSE,283,BWI,February,Thursday,4,7,40
FALSE,283,BWI,February,Thursday,1,13,10
FALSE,283,BWI,February,Thursday,8,14,55
FALSE,283,BWI,February,Thursday,19,18,35
TRUE,283,BWI,February,Thursday,75,17,25
TRUE,283,BWI,February,Thursday,88,21,35
FALSE,283,BWI,February,Thursday,1,9,0
FALSE,283,BWI,February,Thursday,3,10,50
FALSE,2298,LAS,February,Thursday,17,16,40
FALSE,1050,MCO,February,Thursday,-6,9,45
FALSE,1050,MCO,February,Thursday,-3,16,45
FALSE,1050,MCO,February,Thursday,23,12,0
TRUE,777,MDW,February,Thursday,71,20,5
FALSE,777,MDW,February,Thursday,0,8,35
FALSE,777,MDW,February,Thursday,3,12,0
FALSE,1111,TPA,February,Thursday,2,15,30
FALSE,1111,TPA,February,Thursday,3,8,25
TRUE,852,BNA,February,Friday,76,19,15
TRUE,283,BWI,February,Friday,53,20,5
TRUE,283,BWI,February,Friday,26,13,10
TRUE,283,BWI,February,Friday,75,14,55
FALSE,283,BWI,February,Friday,-2,18,35
FALSE,283,BWI,February,Friday,2,17,25
FALSE,283,BWI,February,Friday,26,21,35
FALSE,283,BWI,February,Friday,16,9,0
TRUE,283,BWI,February,Friday,127,10,50
TRUE,2298,LAS,February,Friday,129,16,40
FALSE,1050,MCO,February,Friday,29,9,45
FALSE,1050,MCO,February,Friday,5,16,45
FALSE,1050,MCO,February,Friday,-5,12,0
TRUE,777,MDW,February,Friday,145,20,5
TRUE,777,MDW,February,Friday,74,8,35
FALSE,777,MDW,February,Friday,12,12,0
FALSE,1111,TPA,February,Friday,35,15,30
FALSE,1111,TPA,February,Friday,7,8,25
FALSE,852,BNA,February,Saturday,-6,19,15
FALSE,283,BWI,February,Saturday,-2,9,50
FALSE,283,BWI,February,Saturday,13,13,10
FALSE,283,BWI,February,Saturday,0,14,55
TRUE,283,BWI,February,Saturday,61,17,25
FALSE,283,BWI,February,Saturday,0,20,50
TRUE,283,BWI,February,Saturday,57,10,50
FALSE,2298,LAS,February,Saturday,0,16,40
FALSE,1050,MCO,February,Saturday,10,9,45
FALSE,1050,MCO,February,Saturday,36,16,45
TRUE,1050,MCO,February,Saturday,20,12,0
FALSE,777,MDW,February,Saturday,-5,19,5
FALSE,777,MDW,February,Saturday,0,8,35
FALSE,1111,TPA,February,Saturday,-3,7,25
FALSE,1111,TPA,February,Saturday,16,15,30
FALSE,852,BNA,February,Sunday,-4,19,15
TRUE,283,BWI,February,Sunday,41,20,5
FALSE,283,BWI,February,Sunday,-4,17,25
FALSE,283,BWI,February,Sunday,7,13,10
FALSE,283,BWI,February,Sunday,2,14,55
TRUE,283,BWI,February,Sunday,76,18,35
TRUE,283,BWI,February,Sunday,54,21,35
FALSE,283,BWI,February,Sunday,2,10,50
TRUE,2298,LAS,February,Sunday,47,16,40
TRUE,1050,MCO,February,Sunday,84,9,45
FALSE,1050,MCO,February,Sunday,0,16,45
FALSE,1050,MCO,February,Sunday,11,12,0
FALSE,777,MDW,February,Sunday,12,20,5
FALSE,777,MDW,February,Sunday,2,8,35
FALSE,777,MDW,February,Sunday,8,12,0
FALSE,1111,TPA,February,Sunday,0,15,30
FALSE,1111,TPA,February,Sunday,-3,8,25
FALSE,852,BNA,February,Monday,0,19,15
FALSE,283,BWI,February,Monday,0,20,5
FALSE,283,BWI,February,Monday,1,7,40
FALSE,283,BWI,February,Monday,-1,13,10
FALSE,283,BWI,February,Monday,-5,14,55
TRUE,283,BWI,February,Monday,122,18,35
FALSE,283,BWI,February,Monday,-2,17,25
FALSE,283,BWI,February,Monday,-1,21,35
FALSE,283,BWI,February,Monday,16,9,0
FALSE,283,BWI,February,Monday,3,10,50
FALSE,2298,LAS,February,Monday,-2,16,40
FALSE,1050,MCO,February,Monday,2,9,45
FALSE,1050,MCO,February,Monday,6,16,45
FALSE,1050,MCO,February,Monday,1,12,0
FALSE,777,MDW,February,Monday,35,20,5
FALSE,777,MDW,February,Monday,6,8,35
FALSE,777,MDW,February,Monday,2,12,0
FALSE,1111,TPA,February,Monday,-4,15,30
FALSE,1111,TPA,February,Monday,-5,8,25
TRUE,852,BNA,February,Tuesday,67,19,15
TRUE,283,BWI,February,Tuesday,158,20,5
FALSE,283,BWI,February,Tuesday,0,7,40
FALSE,283,BWI,February,Tuesday,17,13,10
FALSE,283,BWI,February,Tuesday,29,14,55
FALSE,283,BWI,February,Tuesday,7,18,35
TRUE,283,BWI,February,Tuesday,87,17,25
FALSE,283,BWI,February,Tuesday,15,21,35
FALSE,283,BWI,February,Tuesday,-3,9,0
FALSE,283,BWI,February,Tuesday,-1,10,50
TRUE,2298,LAS,February,Tuesday,12,16,40
FALSE,1050,MCO,February,Tuesday,2,9,45
TRUE,1050,MCO,February,Tuesday,257,16,45
FALSE,1050,MCO,February,Tuesday,3,12,0
FALSE,777,MDW,February,Tuesday,35,20,5
TRUE,777,MDW,February,Tuesday,31,8,35
FALSE,777,MDW,February,Tuesday,13,12,0
TRUE,1111,TPA,February,Tuesday,23,15,30
FALSE,1111,TPA,February,Tuesday,-1,8,25
FALSE,852,BNA,February,Wednesday,-4,19,15
FALSE,283,BWI,February,Wednesday,-5,20,5
FALSE,283,BWI,February,Wednesday,0,7,40
FALSE,283,BWI,February,Wednesday,3,13,10
FALSE,283,BWI,February,Wednesday,-2,14,55
FALSE,283,BWI,February,Wednesday,10,18,35
TRUE,283,BWI,February,Wednesday,30,17,25
FALSE,283,BWI,February,Wednesday,3,21,35
FALSE,283,BWI,February,Wednesday,-5,9,0
FALSE,283,BWI,February,Wednesday,6,10,50
FALSE,2298,LAS,February,Wednesday,-2,16,40
FALSE,1050,MCO,February,Wednesday,7,9,45
FALSE,1050,MCO,February,Wednesday,21,16,45
FALSE,1050,MCO,February,Wednesday,9,12,0
FALSE,777,MDW,February,Wednesday,7,20,5
FALSE,777,MDW,February,Wednesday,21,8,35
FALSE,777,MDW,February,Wednesday,15,12,0
FALSE,1111,TPA,February,Wednesday,19,15,30
FALSE,1111,TPA,February,Wednesday,1,8,25
FALSE,852,BNA,February,Thursday,-4,19,15
FALSE,283,BWI,February,Thursday,-4,20,5
FALSE,283,BWI,February,Thursday,-1,7,40
FALSE,283,BWI,February,Thursday,-3,13,10
FALSE,283,BWI,February,Thursday,11,14,55
FALSE,283,BWI,February,Thursday,9,18,35
FALSE,283,BWI,February,Thursday,8,17,25
FALSE,283,BWI,February,Thursday,-2,21,35
FALSE,283,BWI,February,Thursday,-3,9,0
FALSE,283,BWI,February,Thursday,-1,10,50
FALSE,2298,LAS,February,Thursday,0,16,40
FALSE,1050,MCO,February,Thursday,1,9,45
FALSE,1050,MCO,February,Thursday,9,16,45
FALSE,1050,MCO,February,Thursday,7,12,0
TRUE,777,MDW,February,Thursday,44,20,5
FALSE,777,MDW,February,Thursday,-1,8,35
FALSE,777,MDW,February,Thursday,13,12,0
FALSE,1111,TPA,February,Thursday,5,15,30
FALSE,1111,TPA,February,Thursday,-3,8,25
FALSE,852,BNA,February,Friday,14,19,15
TRUE,283,BWI,February,Friday,59,20,5
FALSE,283,BWI,February,Friday,13,7,40
FALSE,283,BWI,February,Friday,7,13,10
FALSE,283,BWI,February,Friday,-1,14,55
FALSE,283,BWI,February,Friday,1,18,35
FALSE,283,BWI,February,Friday,14,17,25
FALSE,283,BWI,February,Friday,2,21,35
FALSE,283,BWI,February,Friday,0,9,0
FALSE,283,BWI,February,Friday,3,10,50
FALSE,2298,LAS,February,Friday,0,16,40
FALSE,1050,MCO,February,Friday,33,9,45
FALSE,1050,MCO,February,Friday,5,16,45
FALSE,1050,MCO,February,Friday,0,12,0
FALSE,777,MDW,February,Friday,24,20,5
TRUE,777,MDW,February,Friday,49,8,35
FALSE,777,MDW,February,Friday,25,12,0
FALSE,1111,TPA,February,Friday,21,15,30
FALSE,1111,TPA,February,Friday,0,8,25
FALSE,116,EWR,February,Friday,13,14,25
FALSE,116,EWR,February,Wednesday,-4,21,30
FALSE,116,EWR,February,Thursday,17,8,30
FALSE,475,CLE,February,Monday,0,11,20
TRUE,116,EWR,February,Monday,47,12,35
FALSE,475,CLE,February,Tuesday,-4,7,32
FALSE,116,EWR,February,Monday,21,14,35
FALSE,116,EWR,February,Friday,-9,12,35
FALSE,116,EWR,February,Tuesday,-8,12,35
FALSE,475,CLE,February,Friday,7,7,30
FALSE,116,EWR,February,Tuesday,24,21,5
FALSE,116,EWR,February,Sunday,27,14,25
FALSE,116,EWR,February,Tuesday,33,21,30
FALSE,475,CLE,February,Thursday,-2,7,30
FALSE,116,EWR,February,Friday,-8,21,5
FALSE,116,EWR,February,Thursday,-5,21,5
FALSE,475,CLE,February,Tuesday,2,11,20
FALSE,116,EWR,February,Thursday,-5,14,25
FALSE,116,EWR,February,Friday,7,21,30
TRUE,116,EWR,February,Thursday,42,21,30
TRUE,116,EWR,February,Friday,43,21,30
TRUE,116,EWR,February,Saturday,39,14,35
TRUE,116,EWR,February,Tuesday,54,12,45
TRUE,116,EWR,February,Monday,47,14,35
FALSE,116,EWR,February,Saturday,-1,8,25
FALSE,116,EWR,February,Saturday,-2,12,35
FALSE,116,EWR,February,Tuesday,-3,12,35
FALSE,116,EWR,February,Monday,38,21,5
FALSE,116,EWR,February,Tuesday,15,8,25
FALSE,116,EWR,February,Sunday,3,21,5
FALSE,116,EWR,February,Saturday,-1,11,50
FALSE,475,CLE,February,Monday,15,7,30
FALSE,116,EWR,February,Monday,7,8,30
FALSE,116,EWR,February,Friday,-5,14,35
TRUE,116,EWR,February,Monday,177,14,25
FALSE,116,EWR,February,Thursday,2,8,30
FALSE,116,EWR,February,Sunday,-2,12,35
FALSE,116,EWR,February,Sunday,-3,14,35
TRUE,116,EWR,February,Wednesday,81,21,30
FALSE,116,EWR,February,Thursday,-5,12,45
FALSE,116,EWR,February,Saturday,1,21,30
FALSE,116,EWR,February,Monday,28,21,5
TRUE,116,EWR,February,Thursday,47,12,45
FALSE,116,EWR,February,Thursday,-4,21,30
FALSE,475,CLE,February,Thursday,7,11,20
FALSE,475,CLE,February,Wednesday,-4,7,32
TRUE,116,EWR,February,Monday,60,8,30
FALSE,116,EWR,February,Saturday,9,14,35
FALSE,116,EWR,February,Tuesday,25,8,25
FALSE,116,EWR,February,Wednesday,22,21,5
FALSE,116,EWR,February,Tuesday,1,8,30
FALSE,475,CLE,February,Tuesday,10,7,30
FALSE,116,EWR,February,Saturday,-3,21,5
TRUE,116,EWR,February,Monday,48,12,45
FALSE,475,CLE,February,Thursday,13,11,20
FALSE,116,EWR,February,Thursday,5,14,25
FALSE,116,EWR,February,Sunday,32,12,35
FALSE,116,EWR,February,Sunday,-3,12,45
FALSE,475,CLE,February,Thursday,-5,7,32
TRUE,116,EWR,February,Sunday,111,21,5
TRUE,475,CLE,February,Tuesday,45,7,30
FALSE,475,CLE,February,Wednesday,9,7,30
FALSE,475,CLE,February,Monday,-1,11,20
FALSE,116,EWR,February,Monday,-6,21,30
FALSE,116,EWR,February,Saturday,-1,8,25
FALSE,116,EWR,February,Tuesday,-3,12,45
FALSE,116,EWR,February,Friday,31,12,45
FALSE,116,EWR,February,Thursday,15,12,45
FALSE,475,CLE,February,Sunday,-10,15,40
FALSE,116,EWR,February,Monday,-2,14,25
FALSE,116,EWR,February,Wednesday,-5,8,30
TRUE,475,CLE,February,Wednesday,14,7,30
FALSE,475,CLE,February,Monday,-4,11,20
FALSE,475,CLE,February,Thursday,-1,7,30
FALSE,475,CLE,February,Friday,4,11,20
FALSE,475,CLE,February,Monday,-2,7,30
FALSE,116,EWR,February,Thursday,46,12,35
FALSE,116,EWR,February,Monday,-3,8,25
TRUE,116,EWR,February,Thursday,66,14,35
FALSE,116,EWR,February,Saturday,0,21,30
FALSE,475,CLE,February,Friday,-7,7,32
FALSE,475,CLE,February,Friday,-2,7,30
FALSE,116,EWR,February,Monday,13,12,45
FALSE,475,CLE,February,Thursday,-4,11,20
FALSE,116,EWR,February,Saturday,1,14,35
FALSE,116,EWR,February,Sunday,46,21,30
FALSE,116,EWR,February,Sunday,21,14,35
FALSE,116,EWR,February,Saturday,4,21,5
TRUE,116,EWR,February,Thursday,39,14,25
TRUE,116,EWR,February,Tuesday,143,21,30
TRUE,475,CLE,February,Friday,16,11,20
FALSE,116,EWR,February,Saturday,0,11,50
FALSE,116,EWR,February,Wednesday,-9,8,25
FALSE,116,EWR,February,Wednesday,8,14,25
TRUE,116,EWR,February,Tuesday,39,14,25
FALSE,475,CLE,February,Friday,-2,11,20
TRUE,116,EWR,February,Wednesday,178,14,35
FALSE,116,EWR,February,Tuesday,-4,14,35
FALSE,475,CLE,February,Friday,-6,7,32
FALSE,116,EWR,February,Wednesday,-2,12,35
FALSE,475,CLE,February,Monday,5,7,32
FALSE,116,EWR,February,Saturday,-1,12,35
FALSE,116,EWR,February,Sunday,35,12,45
TRUE,116,EWR,February,Wednesday,29,8,30
FALSE,116,EWR,February,Monday,17,8,25
FALSE,116,EWR,February,Friday,-4,14,25
FALSE,116,EWR,February,Friday,18,8,25
FALSE,475,CLE,February,Monday,13,7,32
TRUE,116,EWR,February,Thursday,4,8,30
FALSE,475,CLE,February,Friday,20,7,30
FALSE,475,CLE,February,Monday,-2,11,20
FALSE,475,CLE,February,Sunday,-6,15,40
FALSE,116,EWR,February,Wednesday,10,14,25
FALSE,116,EWR,February,Saturday,-5,14,35
FALSE,116,EWR,February,Sunday,8,21,30
FALSE,116,EWR,February,Sunday,-3,14,25
FALSE,475,CLE,February,Tuesday,-5,7,32
FALSE,116,EWR,February,Saturday,15,8,25
FALSE,116,EWR,February,Monday,-4,12,35
FALSE,475,CLE,February,Wednesday,3,11,20
TRUE,116,EWR,February,Friday,44,12,45
TRUE,116,EWR,February,Thursday,60,21,30
FALSE,116,EWR,February,Thursday,-3,8,25
FALSE,475,CLE,February,Friday,-1,11,20
FALSE,116,EWR,February,Tuesday,8,14,35
TRUE,116,EWR,February,Tuesday,35,8,30
FALSE,116,EWR,February,Friday,-2,8,25
FALSE,116,EWR,February,Wednesday,3,12,45
FALSE,116,EWR,February,Friday,7,8,30
FALSE,475,CLE,February,Tuesday,-9,11,20
FALSE,475,CLE,February,Thursday,-3,11,20
FALSE,116,EWR,February,Friday,-2,8,30
FALSE,116,EWR,February,Wednesday,0,12,45
FALSE,475,CLE,February,Thursday,-4,7,30
FALSE,475,CLE,February,Wednesday,-3,11,20
FALSE,644,CLT,February,Friday,0,14,40
FALSE,326,IAD,February,Friday,0,12,15
FALSE,644,CLT,February,Saturday,27,16,25
FALSE,326,IAD,February,Saturday,21,12,15
TRUE,783,ORD,February,Saturday,152,6,38
FALSE,644,CLT,February,Sunday,0,9,25
FALSE,326,IAD,February,Sunday,35,17,5
FALSE,326,IAD,February,Sunday,-2,12,15
FALSE,644,CLT,February,Monday,0,14,40
TRUE,326,IAD,February,Monday,53,14,35
FALSE,326,IAD,February,Monday,-6,12,15
FALSE,644,CLT,February,Tuesday,20,14,40
FALSE,326,IAD,February,Tuesday,-1,14,35
TRUE,326,IAD,February,Tuesday,31,12,15
FALSE,644,CLT,February,Wednesday,0,14,40
FALSE,326,IAD,February,Wednesday,37,14,35
FALSE,326,IAD,February,Wednesday,-13,12,15
FALSE,644,CLT,February,Thursday,0,14,40
TRUE,326,IAD,February,Thursday,60,14,35
FALSE,644,CLT,February,Friday,15,14,40
TRUE,326,IAD,February,Friday,96,14,35
FALSE,326,IAD,February,Friday,-5,12,15
FALSE,326,IAD,February,Saturday,0,17,5
FALSE,326,IAD,February,Saturday,-9,12,15
FALSE,783,ORD,February,Saturday,-10,6,38
FALSE,644,CLT,February,Sunday,-5,9,25
TRUE,326,IAD,February,Sunday,71,12,15
FALSE,644,CLT,February,Monday,-5,14,40
FALSE,326,IAD,February,Monday,6,12,15
FALSE,644,CLT,February,Tuesday,-10,14,40
TRUE,326,IAD,February,Tuesday,144,14,35
TRUE,326,IAD,February,Tuesday,205,12,15
